Province,Country,Date,Confirmed,Deaths,Recovered
,Mauritania,2020-01-24,0,0,0
,Mauritania,2020-01-23,0,0,0
,Mauritania,2020-01-22,0,0,0
,Mauritius,2020-03-23,18,1,0
,Mauritius,2020-03-22,18,1,0
,Mauritius,2020-03-21,14,1,0
,Mauritius,2020-03-20,12,0,0
,Mauritius,2020-03-19,3,0,0
,Mauritius,2020-03-18,3,0,0
,Mauritius,2020-03-17,0,0,0
,Mauritius,2020-03-16,0,0,0
,Mauritius,2020-03-15,0,0,0
,Mauritius,2020-03-14,0,0,0
,Mauritius,2020-03-13,0,0,0
,Mauritius,2020-03-12,0,0,0
,Mauritius,2020-03-11,0,0,0
,Mauritius,2020-03-10,0,0,0
,Mauritius,2020-03-09,0,0,0
,Mauritius,2020-03-08,0,0,0
,Mauritius,2020-03-07,0,0,0
,Mauritius,2020-03-06,0,0,0
,Mauritius,2020-03-05,0,0,0
,Mauritius,2020-03-04,0,0,0
,Mauritius,2020-03-03,0,0,0
,Mauritius,2020-03-02,0,0,0
,Mauritius,2020-03-01,0,0,0
,Mauritius,2020-02-29,0,0,0
,Mauritius,2020-02-28,0,0,0
,Mauritius,2020-02-27,0,0,0
,Mauritius,2020-02-26,0,0,0
,Mauritius,2020-02-25,0,0,0
,Mauritius,2020-02-24,0,0,0
,Mauritius,2020-02-23,0,0,0
,Mauritius,2020-02-22,0,0,0
,Mauritius,2020-02-21,0,0,0
,Mauritius,2020-02-20,0,0,0
,Mauritius,2020-02-19,0,0,0
,Mauritius,2020-02-18,0,0,0
,Mauritius,2020-02-17,0,0,0
,Mauritius,2020-02-16,0,0,0
,Mauritius,2020-02-15,0,0,0
,Mauritius,2020-02-14,0,0,0
,Mauritius,2020-02-13,0,0,0
,Mauritius,2020-02-12,0,0,0
,Mauritius,2020-02-11,0,0,0
,Mauritius,2020-02-10,0,0,0
,Mauritius,2020-02-09,0,0,0
,Mauritius,2020-02-08,0,0,0
,Mauritius,2020-02-07,0,0,0
,Mauritius,2020-02-06,0,0,0
,Mauritius,2020-02-05,0,0,0
,Mauritius,2020-02-04,0,0,0
,Mauritius,2020-02-03,0,0,0
,Mauritius,2020-02-02,0,0,0
,Mauritius,2020-02-01,0,0,0
,Mauritius,2020-01-31,0,0,0
,Mauritius,2020-01-30,0,0,0
,Mauritius,2020-01-29,0,0,0
,Mauritius,2020-01-28,0,0,0
,Mauritius,2020-01-27,0,0,0
,Mauritius,2020-01-26,0,0,0
,Mauritius,2020-01-25,0,0,0
,Mauritius,2020-01-24,0,0,0
,Mauritius,2020-01-23,0,0,0
,Mauritius,2020-01-22,0,0,0
,Mayotte,2020-03-23,11,0,0
,Mayotte,2020-03-22,0,0,0
,Mayotte,2020-03-21,0,0,0
,Mayotte,2020-03-20,0,0,0
,Mayotte,2020-03-19,0,0,0
,Mayotte,2020-03-18,0,0,0
,Mayotte,2020-03-17,0,0,0
,Mayotte,2020-03-16,0,0,0
,Mayotte,2020-03-15,0,0,0
,Mayotte,2020-03-14,0,0,0
,Mayotte,2020-03-13,0,0,0
,Mayotte,2020-03-12,0,0,0
,Mayotte,2020-03-11,0,0,0
,Mayotte,2020-03-10,0,0,0
,Mayotte,2020-03-09,0,0,0
,Mayotte,2020-03-08,0,0,0
,Mayotte,2020-03-07,0,0,0
,Mayotte,2020-03-06,0,0,0
,Mayotte,2020-03-05,0,0,0
,Mayotte,2020-03-04,0,0,0
,Mayotte,2020-03-03,0,0,0
,Mayotte,2020-03-02,0,0,0
,Mayotte,2020-03-01,0,0,0
,Mayotte,2020-02-29,0,0,0
,Mayotte,2020-02-28,0,0,0
,Mayotte,2020-02-27,0,0,0
,Mayotte,2020-02-26,0,0,0
,Mayotte,2020-02-25,0,0,0
,Mayotte,2020-02-24,0,0,0
,Mayotte,2020-02-23,0,0,0
,Mayotte,2020-02-22,0,0,0
,Mayotte,2020-02-21,0,0,0
,Mayotte,2020-02-20,0,0,0
,Mayotte,2020-02-19,0,0,0
,Mayotte,2020-02-18,0,0,0
,Mayotte,2020-02-17,0,0,0
,Mayotte,2020-02-16,0,0,0
,Mayotte,2020-02-15,0,0,0
,Mayotte,2020-02-14,0,0,0
,Mayotte,2020-02-13,0,0,0
,Mayotte,2020-02-12,0,0,0
,Mayotte,2020-02-11,0,0,0
,Mayotte,2020-02-10,0,0,0
,Mayotte,2020-02-09,0,0,0
,Mayotte,2020-02-08,0,0,0
,Mayotte,2020-02-07,0,0,0
,Mayotte,2020-02-06,0,0,0
,Mayotte,2020-02-05,0,0,0
,Mayotte,2020-02-04,0,0,0
,Mayotte,2020-02-03,0,0,0
,Mayotte,2020-02-02,0,0,0
,Mayotte,2020-02-01,0,0,0
,Mayotte,2020-01-31,0,0,0
,Mayotte,2020-01-30,0,0,0
,Mayotte,2020-01-29,0,0,0
,Mayotte,2020-01-28,0,0,0
,Mayotte,2020-01-27,0,0,0
,Mayotte,2020-01-26,0,0,0
,Mayotte,2020-01-25,0,0,0
,Mayotte,2020-01-24,0,0,0
,Mayotte,2020-01-23,0,0,0
,Mayotte,2020-01-22,0,0,0
,Mexico,2020-03-23,251,2,4
,Mexico,2020-03-22,251,2,4
,Mexico,2020-03-21,203,2,4
,Mexico,2020-03-20,164,1,4
,Mexico,2020-03-19,118,1,4
,Mexico,2020-03-18,93,0,4
,Mexico,2020-03-17,82,0,4
,Mexico,2020-03-16,53,0,4
,Mexico,2020-03-15,41,0,4
,Mexico,2020-03-14,26,0,4
,Mexico,2020-03-13,12,0,4
,Mexico,2020-03-12,12,0,4
,Mexico,2020-03-11,8,0,4
,Mexico,2020-03-10,7,0,4
,Mexico,2020-03-09,7,0,1
,Mexico,2020-03-08,7,0,1
,Mexico,2020-03-07,6,0,1
,Mexico,2020-03-06,6,0,1
,Mexico,2020-03-05,5,0,1
,Mexico,2020-03-04,5,0,1
,Mexico,2020-03-03,5,0,1
,Mexico,2020-03-02,5,0,0
,Mexico,2020-03-01,5,0,0
,Mexico,2020-02-29,4,0,0
,Mexico,2020-02-28,1,0,0
,Mexico,2020-02-27,0,0,0
,Mexico,2020-02-26,0,0,0
,Mexico,2020-02-25,0,0,0
,Mexico,2020-02-24,0,0,0
,Mexico,2020-02-23,0,0,0
,Mexico,2020-02-22,0,0,0
,Mexico,2020-02-21,0,0,0
,Mexico,2020-02-20,0,0,0
,Mexico,2020-02-19,0,0,0
,Mexico,2020-02-18,0,0,0
,Mexico,2020-02-17,0,0,0
,Mexico,2020-02-16,0,0,0
,Mexico,2020-02-15,0,0,0
,Mexico,2020-02-14,0,0,0
,Mexico,2020-02-13,0,0,0
,Mexico,2020-02-12,0,0,0
,Mexico,2020-02-11,0,0,0
,Mexico,2020-02-10,0,0,0
,Mexico,2020-02-09,0,0,0
,Mexico,2020-02-08,0,0,0
,Mexico,2020-02-07,0,0,0
,Mexico,2020-02-06,0,0,0
,Mexico,2020-02-05,0,0,0
,Mexico,2020-02-04,0,0,0
,Mexico,2020-02-03,0,0,0
,Mexico,2020-02-02,0,0,0
,Mexico,2020-02-01,0,0,0
,Mexico,2020-01-31,0,0,0
,Mexico,2020-01-30,0,0,0
,Mexico,2020-01-29,0,0,0
,Mexico,2020-01-28,0,0,0
,Mexico,2020-01-27,0,0,0
,Mexico,2020-01-26,0,0,0
,Mexico,2020-01-25,0,0,0
,Mexico,2020-01-24,0,0,0
,Mexico,2020-01-23,0,0,0
,Mexico,2020-01-22,0,0,0
,Moldova,2020-03-23,94,1,1
,Moldova,2020-03-22,94,1,1
,Moldova,2020-03-21,80,1,1
,Moldova,2020-03-20,66,1,1
,Moldova,2020-03-19,49,1,1
,Moldova,2020-03-18,30,1,1
,Moldova,2020-03-17,30,0,1
,Moldova,2020-03-16,23,0,0
,Moldova,2020-03-15,23,0,0
,Moldova,2020-03-14,12,0,0
,Moldova,2020-03-13,6,0,0
,Moldova,2020-03-12,3,0,0
,Moldova,2020-03-11,3,0,0
,Moldova,2020-03-10,3,0,0
,Moldova,2020-03-09,1,0,0
,Moldova,2020-03-08,1,0,0
,Moldova,2020-03-07,0,0,0
,Moldova,2020-03-06,0,0,0
,Moldova,2020-03-05,0,0,0
,Moldova,2020-03-04,0,0,0
,Moldova,2020-03-03,0,0,0
,Moldova,2020-03-02,0,0,0
,Moldova,2020-03-01,0,0,0
,Moldova,2020-02-29,0,0,0
,Moldova,2020-02-28,0,0,0
,Moldova,2020-02-27,0,0,0
,Moldova,2020-02-26,0,0,0
,Moldova,2020-02-25,0,0,0
,Moldova,2020-02-24,0,0,0
,Moldova,2020-02-23,0,0,0
,Moldova,2020-02-22,0,0,0
,Moldova,2020-02-21,0,0,0
,Moldova,2020-02-20,0,0,0
,Moldova,2020-02-19,0,0,0
,Moldova,2020-02-18,0,0,0
,Moldova,2020-02-17,0,0,0
,Moldova,2020-02-16,0,0,0
,Moldova,2020-02-15,0,0,0
,Moldova,2020-02-14,0,0,0
,Moldova,2020-02-13,0,0,0
,Moldova,2020-02-12,0,0,0
,Moldova,2020-02-11,0,0,0
,Moldova,2020-02-10,0,0,0
,Moldova,2020-02-09,0,0,0
,Moldova,2020-02-08,0,0,0
,Moldova,2020-02-07,0,0,0
,Moldova,2020-02-06,0,0,0
,Moldova,2020-02-05,0,0,0
,Moldova,2020-02-04,0,0,0
,Moldova,2020-02-03,0,0,0
,Moldova,2020-02-02,0,0,0
,Moldova,2020-02-01,0,0,0
,Moldova,2020-01-31,0,0,0
,Moldova,2020-01-30,0,0,0
,Moldova,2020-01-29,0,0,0
,Moldova,2020-01-28,0,0,0
,Moldova,2020-01-27,0,0,0
,Moldova,2020-01-26,0,0,0
,Moldova,2020-01-25,0,0,0
,Moldova,2020-01-24,0,0,0
,Moldova,2020-01-23,0,0,0
,Moldova,2020-01-22,0,0,0
,Monaco,2020-03-23,23,0,1
,Monaco,2020-03-22,23,0,1
,Monaco,2020-03-21,11,0,0
,Monaco,2020-03-20,11,0,0
,Monaco,2020-03-19,7,0,0
,Monaco,2020-03-18,7,0,0
,Monaco,2020-03-17,7,0,0
,Monaco,2020-03-16,7,0,0
,Monaco,2020-03-15,2,0,0
,Monaco,2020-03-14,2,0,0
,Monaco,2020-03-13,2,0,0
,Monaco,2020-03-12,2,0,0
,Monaco,2020-03-11,1,0,0
,Monaco,2020-03-10,1,0,0
,Monaco,2020-03-09,1,0,0
,Monaco,2020-03-08,1,0,0
,Monaco,2020-03-07,1,0,0
,Monaco,2020-03-06,1,0,0
,Monaco,2020-03-05,1,0,0
,Monaco,2020-03-04,1,0,0
,Monaco,2020-03-03,1,0,0
,Monaco,2020-03-02,1,0,0
,Monaco,2020-03-01,1,0,0
,Monaco,2020-02-29,1,0,0
,Monaco,2020-02-28,0,0,0
,Monaco,2020-02-27,0,0,0
,Monaco,2020-02-26,0,0,0
,Monaco,2020-02-25,0,0,0
,Monaco,2020-02-24,0,0,0
,Monaco,2020-02-23,0,0,0
,Monaco,2020-02-22,0,0,0
,Monaco,2020-02-21,0,0,0
,Monaco,2020-02-20,0,0,0
,Monaco,2020-02-19,0,0,0
,Monaco,2020-02-18,0,0,0
,Monaco,2020-02-17,0,0,0
,Monaco,2020-02-16,0,0,0
,Monaco,2020-02-15,0,0,0
,Monaco,2020-02-14,0,0,0
,Monaco,2020-02-13,0,0,0
,Monaco,2020-02-12,0,0,0
,Monaco,2020-02-11,0,0,0
,Monaco,2020-02-10,0,0,0
,Monaco,2020-02-09,0,0,0
,Monaco,2020-02-08,0,0,0
,Monaco,2020-02-07,0,0,0
,Monaco,2020-02-06,0,0,0
,Monaco,2020-02-05,0,0,0
,Monaco,2020-02-04,0,0,0
,Monaco,2020-02-03,0,0,0
,Monaco,2020-02-02,0,0,0
,Monaco,2020-02-01,0,0,0
,Monaco,2020-01-31,0,0,0
,Monaco,2020-01-30,0,0,0
,Monaco,2020-01-29,0,0,0
,Monaco,2020-01-28,0,0,0
,Monaco,2020-01-27,0,0,0
,Monaco,2020-01-26,0,0,0
,Monaco,2020-01-25,0,0,0
,Monaco,2020-01-24,0,0,0
,Monaco,2020-01-23,0,0,0
,Monaco,2020-01-22,0,0,0
,Mongolia,2020-03-23,10,0,0
,Mongolia,2020-03-22,10,0,0
,Mongolia,2020-03-21,10,0,0
,Mongolia,2020-03-20,6,0,0
,Mongolia,2020-03-19,6,0,0
,Mongolia,2020-03-18,6,0,0
,Mongolia,2020-03-17,5,0,0
,Mongolia,2020-03-16,1,0,0
,Mongolia,2020-03-15,1,0,0
,Mongolia,2020-03-14,1,0,0
,Mongolia,2020-03-13,1,0,0
,Mongolia,2020-03-12,1,0,0
,Mongolia,2020-03-11,1,0,0
,Mongolia,2020-03-10,1,0,0
,Mongolia,2020-03-09,0,0,0
,Mongolia,2020-03-08,0,0,0
,Mongolia,2020-03-07,0,0,0
,Mongolia,2020-03-06,0,0,0
,Mongolia,2020-03-05,0,0,0
,Mongolia,2020-03-04,0,0,0
,Mongolia,2020-03-03,0,0,0
,Mongolia,2020-03-02,0,0,0
,Mongolia,2020-03-01,0,0,0
,Mongolia,2020-02-29,0,0,0
,Mongolia,2020-02-28,0,0,0
,Mongolia,2020-02-27,0,0,0
,Mongolia,2020-02-26,0,0,0
,Mongolia,2020-02-25,0,0,0
,Mongolia,2020-02-24,0,0,0
,Mongolia,2020-02-23,0,0,0
,Mongolia,2020-02-22,0,0,0
,Mongolia,2020-02-21,0,0,0
,Mongolia,2020-02-20,0,0,0
,Mongolia,2020-02-19,0,0,0
,Mongolia,2020-02-18,0,0,0
,Mongolia,2020-02-17,0,0,0
,Mongolia,2020-02-16,0,0,0
,Mongolia,2020-02-15,0,0,0
,Mongolia,2020-02-14,0,0,0
,Mongolia,2020-02-13,0,0,0
,Mongolia,2020-02-12,0,0,0
,Mongolia,2020-02-11,0,0,0
,Mongolia,2020-02-10,0,0,0
,Mongolia,2020-02-09,0,0,0
,Mongolia,2020-02-08,0,0,0
,Mongolia,2020-02-07,0,0,0
,Mongolia,2020-02-06,0,0,0
,Mongolia,2020-02-05,0,0,0
,Mongolia,2020-02-04,0,0,0
,Mongolia,2020-02-03,0,0,0
,Mongolia,2020-02-02,0,0,0
,Mongolia,2020-02-01,0,0,0
,Mongolia,2020-01-31,0,0,0
,Mongolia,2020-01-30,0,0,0
,Mongolia,2020-01-29,0,0,0
,Mongolia,2020-01-28,0,0,0
,Mongolia,2020-01-27,0,0,0
,Mongolia,2020-01-26,0,0,0
,Mongolia,2020-01-25,0,0,0
,Mongolia,2020-01-24,0,0,0
,Mongolia,2020-01-23,0,0,0
,Mongolia,2020-01-22,0,0,0
,Montenegro,2020-03-23,21,0,0
,Montenegro,2020-03-22,21,0,0
,Montenegro,2020-03-21,14,0,0
,Montenegro,2020-03-20,14,0,0
,Montenegro,2020-03-19,3,0,0
,Montenegro,2020-03-18,1,0,0
,Montenegro,2020-03-17,2,0,0
,Montenegro,2020-03-16,0,0,0
,Montenegro,2020-03-15,0,0,0
,Montenegro,2020-03-14,0,0,0
,Montenegro,2020-03-13,0,0,0
,Montenegro,2020-03-12,0,0,0
,Montenegro,2020-03-11,0,0,0
,Montenegro,2020-03-10,0,0,0
,Montenegro,2020-03-09,0,0,0
,Montenegro,2020-03-08,0,0,0
,Montenegro,2020-03-07,0,0,0
,Montenegro,2020-03-06,0,0,0
,Montenegro,2020-03-05,0,0,0
,Montenegro,2020-03-04,0,0,0
,Montenegro,2020-03-03,0,0,0
,Montenegro,2020-03-02,0,0,0
,Montenegro,2020-03-01,0,0,0
,Montenegro,2020-02-29,0,0,0
,Montenegro,2020-02-28,0,0,0
,Montenegro,2020-02-27,0,0,0
,Montenegro,2020-02-26,0,0,0
,Montenegro,2020-02-25,0,0,0
,Montenegro,2020-02-24,0,0,0
,Montenegro,2020-02-23,0,0,0
,Montenegro,2020-02-22,0,0,0
,Montenegro,2020-02-21,0,0,0
,Montenegro,2020-02-20,0,0,0
,Montenegro,2020-02-19,0,0,0
,Montenegro,2020-02-18,0,0,0
,Montenegro,2020-02-17,0,0,0
,Montenegro,2020-02-16,0,0,0
,Montenegro,2020-02-15,0,0,0
,Montenegro,2020-02-14,0,0,0
,Montenegro,2020-02-13,0,0,0
,Montenegro,2020-02-12,0,0,0
,Montenegro,2020-02-11,0,0,0
,Montenegro,2020-02-10,0,0,0
,Montenegro,2020-02-09,0,0,0
,Montenegro,2020-02-08,0,0,0
,Montenegro,2020-02-07,0,0,0
,Montenegro,2020-02-06,0,0,0
,Montenegro,2020-02-05,0,0,0
,Montenegro,2020-02-04,0,0,0
,Montenegro,2020-02-03,0,0,0
,Montenegro,2020-02-02,0,0,0
,Montenegro,2020-02-01,0,0,0
,Montenegro,2020-01-31,0,0,0
,Montenegro,2020-01-30,0,0,0
,Montenegro,2020-01-29,0,0,0
,Montenegro,2020-01-28,0,0,0
,Montenegro,2020-01-27,0,0,0
,Montenegro,2020-01-26,0,0,0
,Montenegro,2020-01-25,0,0,0
,Montenegro,2020-01-24,0,0,0
,Montenegro,2020-01-23,0,0,0
,Montenegro,2020-01-22,0,0,0
,Morocco,2020-03-23,115,4,3
,Morocco,2020-03-22,115,4,3
,Morocco,2020-03-21,96,3,3
,Morocco,2020-03-20,77,3,1
,Morocco,2020-03-19,63,2,1
,Morocco,2020-03-18,49,2,1
,Morocco,2020-03-17,38,2,1
,Morocco,2020-03-16,29,1,1
,Morocco,2020-03-15,28,1,1
,Morocco,2020-03-14,17,1,1
,Morocco,2020-03-13,7,1,1
,Morocco,2020-03-12,6,1,0
,Morocco,2020-03-11,5,1,0
,Morocco,2020-03-10,3,1,0
,Morocco,2020-03-09,2,0,0
,Morocco,2020-03-08,2,0,0
,Morocco,2020-03-07,2,0,0
,Morocco,2020-03-06,2,0,0
,Morocco,2020-03-05,2,0,0
,Morocco,2020-03-04,1,0,0
,Morocco,2020-03-03,1,0,0
,Morocco,2020-03-02,1,0,0
,Morocco,2020-03-01,0,0,0
,Morocco,2020-02-29,0,0,0
,Morocco,2020-02-28,0,0,0
,Morocco,2020-02-27,0,0,0
,Morocco,2020-02-26,0,0,0
,Morocco,2020-02-25,0,0,0
,Morocco,2020-02-24,0,0,0
,Morocco,2020-02-23,0,0,0
,Morocco,2020-02-22,0,0,0
,Morocco,2020-02-21,0,0,0
,Morocco,2020-02-20,0,0,0
,Morocco,2020-02-19,0,0,0
,Morocco,2020-02-18,0,0,0
,Morocco,2020-02-17,0,0,0
,Morocco,2020-02-16,0,0,0
,Morocco,2020-02-15,0,0,0
,Morocco,2020-02-14,0,0,0
,Morocco,2020-02-13,0,0,0
,Morocco,2020-02-12,0,0,0
,Morocco,2020-02-11,0,0,0
,Morocco,2020-02-10,0,0,0
,Morocco,2020-02-09,0,0,0
,Morocco,2020-02-08,0,0,0
,Morocco,2020-02-07,0,0,0
,Morocco,2020-02-06,0,0,0
,Morocco,2020-02-05,0,0,0
,Morocco,2020-02-04,0,0,0
,Morocco,2020-02-03,0,0,0
,Morocco,2020-02-02,0,0,0
,Morocco,2020-02-01,0,0,0
,Morocco,2020-01-31,0,0,0
,Morocco,2020-01-30,0,0,0
,Morocco,2020-01-29,0,0,0
,Morocco,2020-01-28,0,0,0
,Morocco,2020-01-27,0,0,0
,Morocco,2020-01-26,0,0,0
,Morocco,2020-01-25,0,0,0
,Morocco,2020-01-24,0,0,0
,Morocco,2020-01-23,0,0,0
,Morocco,2020-01-22,0,0,0
,Mozambique,2020-03-23,1,0,0
,Mozambique,2020-03-22,1,0,0
,Mozambique,2020-03-21,0,0,0
,Mozambique,2020-03-20,0,0,0
,Mozambique,2020-03-19,0,0,0
,Mozambique,2020-03-18,0,0,0
,Mozambique,2020-03-17,0,0,0
,Mozambique,2020-03-16,0,0,0
,Mozambique,2020-03-15,0,0,0
,Mozambique,2020-03-14,0,0,0
,Mozambique,2020-03-13,0,0,0
,Mozambique,2020-03-12,0,0,0
,Mozambique,2020-03-11,0,0,0
,Mozambique,2020-03-10,0,0,0
,Mozambique,2020-03-09,0,0,0
,Mozambique,2020-03-08,0,0,0
,Mozambique,2020-03-07,0,0,0
,Mozambique,2020-03-06,0,0,0
,Mozambique,2020-03-05,0,0,0
,Mozambique,2020-03-04,0,0,0
,Mozambique,2020-03-03,0,0,0
,Mozambique,2020-03-02,0,0,0
,Mozambique,2020-03-01,0,0,0
,Mozambique,2020-02-29,0,0,0
,Mozambique,2020-02-28,0,0,0
,Mozambique,2020-02-27,0,0,0
,Mozambique,2020-02-26,0,0,0
,Mozambique,2020-02-25,0,0,0
,Mozambique,2020-02-24,0,0,0
,Mozambique,2020-02-23,0,0,0
,Mozambique,2020-02-22,0,0,0
,Mozambique,2020-02-21,0,0,0
,Mozambique,2020-02-20,0,0,0
,Mozambique,2020-02-19,0,0,0
,Mozambique,2020-02-18,0,0,0
,Mozambique,2020-02-17,0,0,0
,Mozambique,2020-02-16,0,0,0
,Mozambique,2020-02-15,0,0,0
,Mozambique,2020-02-14,0,0,0
,Mozambique,2020-02-13,0,0,0
,Mozambique,2020-02-12,0,0,0
,Mozambique,2020-02-11,0,0,0
,Mozambique,2020-02-10,0,0,0
,Mozambique,2020-02-09,0,0,0
,Mozambique,2020-02-08,0,0,0
,Mozambique,2020-02-07,0,0,0
,Mozambique,2020-02-06,0,0,0
,Mozambique,2020-02-05,0,0,0
,Mozambique,2020-02-04,0,0,0
,Mozambique,2020-02-03,0,0,0
,Mozambique,2020-02-02,0,0,0
,Mozambique,2020-02-01,0,0,0
,Mozambique,2020-01-31,0,0,0
,Mozambique,2020-01-30,0,0,0
,Mozambique,2020-01-29,0,0,0
,Mozambique,2020-01-28,0,0,0
,Mozambique,2020-01-27,0,0,0
,Mozambique,2020-01-26,0,0,0
,Mozambique,2020-01-25,0,0,0
,Mozambique,2020-01-24,0,0,0
,Mozambique,2020-01-23,0,0,0
,Mozambique,2020-01-22,0,0,0
,Namibia,2020-03-23,3,0,0
,Namibia,2020-03-22,3,0,0
,Namibia,2020-03-21,3,0,0
,Namibia,2020-03-20,3,0,0
,Namibia,2020-03-19,3,0,0
,Namibia,2020-03-18,2,0,0
,Namibia,2020-03-17,2,0,0
,Namibia,2020-03-16,2,0,0
,Namibia,2020-03-15,2,0,0
,Namibia,2020-03-14,2,0,0
,Namibia,2020-03-13,0,0,0
,Namibia,2020-03-12,0,0,0
,Namibia,2020-03-11,0,0,0
,Namibia,2020-03-10,0,0,0
,Namibia,2020-03-09,0,0,0
,Namibia,2020-03-08,0,0,0
,Namibia,2020-03-07,0,0,0
,Namibia,2020-03-06,0,0,0
,Namibia,2020-03-05,0,0,0
,Namibia,2020-03-04,0,0,0
,Namibia,2020-03-03,0,0,0
,Namibia,2020-03-02,0,0,0
,Namibia,2020-03-01,0,0,0
,Namibia,2020-02-29,0,0,0
,Namibia,2020-02-28,0,0,0
,Namibia,2020-02-27,0,0,0
,Namibia,2020-02-26,0,0,0
,Namibia,2020-02-25,0,0,0
,Namibia,2020-02-24,0,0,0
,Namibia,2020-02-23,0,0,0
,Namibia,2020-02-22,0,0,0
,Namibia,2020-02-21,0,0,0
,Namibia,2020-02-20,0,0,0
,Namibia,2020-02-19,0,0,0
,Namibia,2020-02-18,0,0,0
,Namibia,2020-02-17,0,0,0
,Namibia,2020-02-16,0,0,0
,Namibia,2020-02-15,0,0,0
,Namibia,2020-02-14,0,0,0
,Namibia,2020-02-13,0,0,0
,Namibia,2020-02-12,0,0,0
,Namibia,2020-02-11,0,0,0
,Namibia,2020-02-10,0,0,0
,Namibia,2020-02-09,0,0,0
,Namibia,2020-02-08,0,0,0
,Namibia,2020-02-07,0,0,0
,Namibia,2020-02-06,0,0,0
,Namibia,2020-02-05,0,0,0
,Namibia,2020-02-04,0,0,0
,Namibia,2020-02-03,0,0,0
,Namibia,2020-02-02,0,0,0
,Namibia,2020-02-01,0,0,0
,Namibia,2020-01-31,0,0,0
,Namibia,2020-01-30,0,0,0
,Namibia,2020-01-29,0,0,0
,Namibia,2020-01-28,0,0,0
,Namibia,2020-01-27,0,0,0
,Namibia,2020-01-26,0,0,0
,Namibia,2020-01-25,0,0,0
,Namibia,2020-01-24,0,0,0
,Namibia,2020-01-23,0,0,0
,Namibia,2020-01-22,0,0,0
,Nepal,2020-03-23,2,0,1
,Nepal,2020-03-22,2,0,1
,Nepal,2020-03-21,1,0,1
,Nepal,2020-03-20,1,0,1
,Nepal,2020-03-19,1,0,1
,Nepal,2020-03-18,1,0,1
,Nepal,2020-03-17,1,0,1
,Nepal,2020-03-16,1,0,1
,Nepal,2020-03-15,1,0,1
,Nepal,2020-03-14,1,0,1
,Nepal,2020-03-13,1,0,1
,Nepal,2020-03-12,1,0,1
,Nepal,2020-03-11,1,0,1
,Nepal,2020-03-10,1,0,1
,Nepal,2020-03-09,1,0,1
,Nepal,2020-03-08,1,0,1
,Nepal,2020-03-07,1,0,1
,Nepal,2020-03-06,1,0,1
,Nepal,2020-03-05,1,0,1
,Nepal,2020-03-04,1,0,1
,Nepal,2020-03-03,1,0,1
,Nepal,2020-03-02,1,0,1
,Nepal,2020-03-01,1,0,1
,Nepal,2020-02-29,1,0,1
,Nepal,2020-02-28,1,0,1
,Nepal,2020-02-27,1,0,1
,Nepal,2020-02-26,1,0,1
,Nepal,2020-02-25,1,0,1
,Nepal,2020-02-24,1,0,1
,Nepal,2020-02-23,1,0,1
,Nepal,2020-02-22,1,0,1
,Nepal,2020-02-21,1,0,1
,Nepal,2020-02-20,1,0,1
,Nepal,2020-02-19,1,0,1
,Nepal,2020-02-18,1,0,1
,Nepal,2020-02-17,1,0,1
,Nepal,2020-02-16,1,0,1
,Nepal,2020-02-15,1,0,1
,Nepal,2020-02-14,1,0,1
,Nepal,2020-02-13,1,0,1
,Nepal,2020-02-12,1,0,1
,Nepal,2020-02-11,1,0,0
,Nepal,2020-02-10,1,0,0
,Nepal,2020-02-09,1,0,0
,Nepal,2020-02-08,1,0,0
,Nepal,2020-02-07,1,0,0
,Nepal,2020-02-06,1,0,0
,Nepal,2020-02-05,1,0,0
,Nepal,2020-02-04,1,0,0
,Nepal,2020-02-03,1,0,0
,Nepal,2020-02-02,1,0,0
,Nepal,2020-02-01,1,0,0
,Nepal,2020-01-31,1,0,0
,Nepal,2020-01-30,1,0,0
,Nepal,2020-01-29,1,0,0
,Nepal,2020-01-28,1,0,0
,Nepal,2020-01-27,1,0,0
,Nepal,2020-01-26,1,0,0
,Nepal,2020-01-25,1,0,0
,Nepal,2020-01-24,0,0,0
,Nepal,2020-01-23,0,0,0
,Nepal,2020-01-22,0,0,0
Aruba,Netherlands,2020-03-23,8,0,0
Aruba,Netherlands,2020-03-22,8,0,0
Aruba,Netherlands,2020-03-21,5,0,0
Aruba,Netherlands,2020-03-20,5,0,0
Aruba,Netherlands,2020-03-19,4,0,0
Aruba,Netherlands,2020-03-18,4,0,0
Aruba,Netherlands,2020-03-17,3,0,0
Aruba,Netherlands,2020-03-16,2,0,0
Aruba,Netherlands,2020-03-15,2,0,0
Aruba,Netherlands,2020-03-14,2,0,0
Aruba,Netherlands,2020-03-13,2,0,0
Aruba,Netherlands,2020-03-12,0,0,0
Aruba,Netherlands,2020-03-11,0,0,0
Aruba,Netherlands,2020-03-10,0,0,0
Aruba,Netherlands,2020-03-09,0,0,0
Aruba,Netherlands,2020-03-08,0,0,0
Aruba,Netherlands,2020-03-07,0,0,0
Aruba,Netherlands,2020-03-06,0,0,0
Aruba,Netherlands,2020-03-05,0,0,0
Aruba,Netherlands,2020-03-04,0,0,0
Aruba,Netherlands,2020-03-03,0,0,0
Aruba,Netherlands,2020-03-02,0,0,0
Aruba,Netherlands,2020-03-01,0,0,0
Aruba,Netherlands,2020-02-29,0,0,0
Aruba,Netherlands,2020-02-28,0,0,0
Aruba,Netherlands,2020-02-27,0,0,0
